id,vin,make,model,mileage,year,price,zip code,created date,updated date
311,066f6ae9-42ff-4a06-9032-215eb3b92719,Oster,Leanna,34379,1976,357328.42,372,2020-04-29,2020-03-08
312,28e771d8-3995-4b0d-b492-ab0037166d58,Calhoun,Adore,26032,2012,313800.62,608,2020-03-02,2020-01-22
313,e73080c4-c02e-4569-ad14-bf4e2c5100c6,Ahab,Marcy,24045,1961,49001.35,812,2020-02-06,2020-05-22
314,e2ecf61b-7c19-4035-b462-ee46a08dc5e8,Ovid,Glenda,98384,2008,688257.11,653,2020-05-25,2020-02-08
315,b0e63ea0-2e64-4cf5-9a59-f35c821dffea,Whittaker,Dorthy,29583,2011,890557.61,724,2020-04-02,2020-04-14
316,4a4be53e-6592-4e96-aa4c-b96ab60edbea,Harday,Emylee,58589,1960,613012.07,933,2020-06-19,2020-03-30
317,91e84946-ee2c-4d44-be78-13e0208ee48b,Natica,Dyann,91666,1922,136423.15,602,2020-04-12,2020-04-21
318,088405df-0f68-4b98-820e-8a298f433b20,Sabella,Meghann,84684,1953,382749.34,867,2020-02-11,2020-03-22
319,1d3922c2-96dd-4f69-98d8-95e143288a75,Meli,Marline,3077,1977,386658.8,919,2020-03-15,2020-02-28
320,bc923983-ed7c-4fe9-b410-4a9e2b89c4b6,Tannie,Renae,44012,2007,150897.28,542,2020-02-15,2020-05-21
321,4d8057c8-d099-4770-a82f-1207e361ffe6,Kimmie,Shannah,32030,2012,109247.57,862,2020-04-14,2020-05-24
322,c20dfc04-fd02-4645-a87e-4ec9634e2d21,Mike,Charissa,78616,1916,200777.31,928,2020-05-31,2020-04-05
323,99e22da0-b87b-4f48-8c32-b98149ae082c,Maribeth,Glynnis,58106,1915,811460.48,730,2020-03-15,2020-04-26
324,2f43564c-bb5f-4aca-a37f-9554330e8d1f,Turne,Kylynn,70851,1901,373012.22,161,2020-04-12,2020-01-02
325,be5b6386-2e65-4ca8-8572-7bae31bc5a98,Isacco,Adele,58635,1903,245548.02,389,2020-02-09,2020-03-11
326,5b9c4c4a-0ce4-4967-a3a5-c3649bb73fcb,Havens,Agnese,31087,1938,313036.17,50,2020-02-09,2020-05-24
327,59bfa7a8-e767-4122-ac5a-4bab24fa0a5e,Burch,Bee,6616,1911,968687.58,143,2020-05-03,2020-03-02
328,6281f45a-e382-49a6-bbfa-479620421737,Flita,Jerry,78605,1938,441359.56,141,2020-04-29,2020-03-14
329,47c5b022-e217-4291-ab2b-1f6197ce8930,Bryna,Gilda,2751,1950,576242.37,143,2020-04-22,2020-03-14
330,385192c2-6fef-4cbd-a388-d8d7c8e84714,Camden,Rosaline,56772,1991,297124.09,806,2020-03-12,2020-03-14
331,9afc978a-d309-4958-a9e5-b4d3959510a2,Horan,Deloria,78650,1966,395142.97,468,2020-06-02,2020-04-25
332,11f7202a-54a9-4fa0-a0e8-cb565b9fb912,Dichy,Trudie,60534,1946,403853.42,445,2020-05-06,2020-04-25
333,1e508a68-f18c-4380-84e7-722f0dab508f,Middleton,Genovera,50673,1903,209319.24,269,2020-06-14,2020-03-07
334,db5f5da3-0fda-44c9-bd1d-d792f1703ecb,Gordon,Linet,40558,1933,85804.3,409,2020-03-04,2020-03-24
335,6168fe99-7e0f-41bd-8db5-cf5d32fdc4ad,Skell,Neila,89841,1988,243368,911,2020-02-14,2020-01-16
336,f440b365-198a-468f-a007-54b9a17aafa4,Hewitt,Caressa,95516,1977,311439.22,801,2020-05-03,2020-02-13
337,2a08b99d-6638-4ea7-a04f-3c67315966cd,Charmine,Desirae,18666,2004,591794.58,357,2020-01-10,2020-02-21
338,7af2306c-ea09-4e0e-9146-6ec11b415435,Lipson,Atlanta,81084,1977,925403.23,164,2020-05-06,2020-03-30
339,87579b3e-9f75-4d56-9252-fce7f8560d9f,Suzetta,Belva,77459,1990,438964.47,416,2020-04-26,2020-03-27
340,3e5f0284-5e9e-4409-8277-5e372ba214c5,Goddard,Lelah,44164,1949,611752.62,127,2020-06-16,2020-01-30
341,a3383fa9-2591-456f-9551-b04ababbd044,Sigfrid,Talya,44684,1931,153196.15,274,2020-02-12,2020-04-04
342,b6fa4a54-d337-41ef-93b2-ea1a00f8355e,Karylin,Cacilie,39933,1942,929760.24,723,2020-06-08,2020-02-10
343,c2d45df7-cafe-4914-b35e-e62f32538eb0,Marden,Marjie,33625,1903,720632.23,354,2020-03-01,2020-02-02
344,3070d381-5e2f-4999-9cc9-6f768ccdfb1c,Vilma,Fanchon,70487,1945,476582.77,282,2020-04-08,2020-01-10
345,32a3085f-fb92-495e-8b7c-bd0fd683b1bb,Hilbert,Johna,48753,1974,767962.46,96,2020-02-09,2020-05-16
346,6b4727a3-2349-4cfd-9a7d-9c590fe241af,Holtz,Petronia,82000,1926,263807.54,762,2020-03-08,2020-05-21
347,16ab1cfb-fcab-44d9-bc5e-050b7df500bf,Harned,Raf,27219,1973,531906.81,888,2020-03-24,2020-05-27
348,2fba2eff-ea54-45b0-b847-34c0c68a9ab3,Malina,Babita,54940,1938,867294.24,633,2020-04-30,2020-02-10
349,093c8f53-3c99-44ff-94a3-b03d6e55ec18,Norrie,Sabina,51195,1981,253107.53,664,2020-05-27,2020-04-23
350,fb032f76-ad86-4d10-ba78-a6e9e95cf97a,Ophelia,Cordi,4742,1976,874512.53,703,2020-06-05,2020-06-21
351,6f3219ab-fb7a-4a2b-98e0-bed755ca057b,Glovsky,Nonnah,25614,1981,792365.14,827,2020-03-16,2020-04-13
352,5341c6d7-4feb-4421-acf4-0b66f17810e6,Matthew,Addia,56368,1966,103728.7,452,2020-04-06,2020-05-01
353,dbae0fdc-e6ee-410c-9767-da98533b67f5,Leler,Giustina,58674,1907,766525.23,469,2020-04-19,2020-03-03
354,4f89ae07-ce7e-4357-b898-e56ae30785e1,Tyson,Ellette,15858,1981,152377.85,618,2020-02-28,2020-05-13
355,1ce873b4-8761-4741-abc4-b4fb63844291,Hashim,Harmonia,97982,1966,113197.54,385,2020-03-01,2020-02-24
356,a03ecf67-ddd2-4d27-9016-6059f523005b,Dreda,Taffy,58931,1997,812486.65,976,2020-04-22,2020-03-23
357,e45e169e-9426-48a6-bd07-d5220c207f63,Nance,Diena,97656,1990,569558.98,796,2020-02-24,2020-03-04
358,391e9666-a15e-487e-8800-3a5125153da3,Rodmann,Merle,17048,1997,697943.65,491,2020-02-28,2020-04-25
359,cc9d6a9c-adb7-481c-addd-1e5a6bf87cfc,Ariella,Anthia,47601,1970,326160.8,206,2020-06-23,2020-05-20
360,5b55aa6e-5473-4ad5-a037-cfe79321e2e9,Kussell,Roslyn,85430,1968,291098.88,251,2020-06-20,2020-03-16
361,2270f3f2-75e5-4ac2-9b46-94ac8779c5f7,Georas,Linzy,72723,1990,863927.85,615,2020-03-09,2020-04-06
362,8694fe43-97ca-4347-ac58-6fd920d8f68c,Lalitta,Jemie,45465,1941,119667,749,2020-04-19,2020-04-27
363,3ce54faa-6a88-4096-b9d5-b228cf25efb7,Joni,Ann-Marie,11235,1928,298402.17,57,2020-01-06,2020-06-12
364,fb9adde4-6068-4c92-bd58-c7076d4b5767,Belldas,June,20197,1913,139182.62,397,2020-03-25,2020-02-02
365,66c637a9-8b49-4cf3-b575-996cccfcb061,Tyson,Dode,48421,1934,548703.33,233,2020-04-20,2020-05-12
366,6ba61bb2-b254-43c5-aa3f-a545e30bcb51,Nadia,Maud,42733,1966,943616.92,854,2020-06-22,2020-04-30
367,bc22bf20-5759-4931-b377-b447528154e2,Alva,Hope,2344,1986,883882.14,773,2020-04-27,2020-01-12
368,ca4265b4-f0aa-4ed9-b58b-2b21012d2184,Colp,Stacey,29954,2004,109131.57,267,2020-01-31,2020-01-21
369,089dd7df-e6c2-4859-ae9e-bcc83a81b58e,Sigfrid,Christal,51780,2007,419427.92,517,2020-01-03,2020-01-03
370,ef7446fb-da4f-4fad-8a90-33e542ebb0ff,Borrell,Doro,29678,1909,923422.23,409,2020-03-15,2020-02-19
371,7f42b13b-1c21-4d07-84e2-eef1c4adda25,Zamora,Adele,24275,1913,702060.58,433,2020-05-13,2020-05-28
372,6691b048-33a8-46e9-997f-8813c0075837,Claudine,Nanete,72711,2011,707391.89,757,2020-05-31,2020-05-28
373,ee3cb925-44d5-4d5e-b6ea-5dc9fb0800f0,Leonard,Shandie,35090,1972,111422.57,585,2020-03-29,2020-01-03
374,637d2422-811b-4510-9c72-fba73c0e4180,Sammons,Sybille,48367,1918,118141.38,497,2020-05-17,2020-06-14
375,94f413ed-8521-489f-97a7-d2b98a8dad2e,Sikorski,Theodora,3316,1909,991249.83,103,2020-03-28,2020-06-20
376,8bea0171-f8d8-4e81-9140-393cab4bb460,Ariella,Nerta,95255,1957,921309.92,342,2020-04-03,2020-02-02
377,15c87555-d74b-4c36-8778-df36a9c43538,Nunci,Lauryn,81814,1907,448240.89,43,2020-03-18,2020-06-12
378,aa0631bb-858d-4b7c-a417-ef95a7a1427b,Romelda,Jessy,63562,1973,377653.09,378,2020-02-09,2020-02-25
379,be0e9363-70f1-4eb6-b6a9-95a4b6206e11,Newell,Tera,90923,1952,143580.56,22,2020-05-31,2020-03-15
380,cd91d3fc-6984-4033-a0d1-eeed29dac4bd,Glovsky,Clarice,74290,1911,997871.96,335,2020-01-08,2020-05-25
381,d906c71d-5e47-497e-bde2-1bdfeb146935,Grimbly,Leeanne,56624,1983,948334,683,2020-03-08,2020-02-24
382,339f7592-8fae-4c29-8ea8-15736371d5a1,Madelene,Catrina,27726,1975,419667.12,736,2020-05-10,2020-05-02
383,7988253e-e31a-41a8-915c-064152f455f7,Schalles,Krystle,80305,1924,333429.11,578,2020-03-12,2020-06-22
384,da0fcc86-8ea6-46f6-8c2e-3cc46d58b328,August,Korrie,31764,1960,66038.87,478,2020-04-22,2020-01-03
385,d0075ff5-2bf6-474b-ab41-b037c77b2693,Jerald,Mary,48919,2013,696886.97,89,2020-04-19,2020-04-24
386,478a38c4-b905-43f5-83f9-abdd8d831dea,Allina,Carol-Jean,75962,1913,404941.59,606,2020-05-03,2020-02-20
387,40b0f53e-74ba-4c46-80a2-c60701d86541,Pond,Pollyanna,61238,1992,565838,168,2020-02-26,2020-05-02
388,552481bd-74a5-405a-b811-d4d5773d6a59,Sperling,Tilly,80016,1950,551739.04,889,2020-01-06,2020-05-03
389,50aca39b-e93f-49bf-a8f1-f1cf0166b819,Hylan,Miquela,92000,2012,312497.58,781,2020-01-08,2020-05-14
390,5a10b7fc-3cc9-45da-b4ae-7b9045764476,Alexandr,Gerrie,76361,1986,36514.51,312,2020-06-19,2020-05-21
391,8f368783-672c-4269-87b2-4c53e41ab910,Firmin,Glenda,49995,1947,9236.16,222,2020-04-19,2020-01-28
392,aac007fa-d2dd-4769-8af3-9b322e20d6b3,Yoko,Libbie,55256,1960,583664.3,47,2020-03-24,2020-02-27
393,3be864c7-b653-43b5-b277-9d613acb263d,Halla,Lorne,13088,2000,995827.25,437,2020-02-26,2020-02-22
394,22400ce2-69b8-48c5-8f17-3ab3ae2b5ef2,Lay,Bernie,38997,1990,809127.31,95,2020-05-16,2020-01-24
395,2f8006f3-1133-4197-947a-f6fc3216e35a,Lytton,Antonietta,3471,2002,943777.27,161,2020-01-06,2020-05-12
396,de4529a9-9ecb-4b40-999a-3de82208ab6e,Bahr,Christy,98352,1917,486034.63,604,2020-01-30,2020-01-28
397,0721e2b2-9176-4d26-89c3-13619a26bfa1,Jillane,Dale,97996,2001,576988.47,907,2020-01-25,2020-04-08
398,4ffdfe62-108e-47b9-a0ed-1b76e23304d1,Earlie,Myrtice,56497,1949,596699.69,203,2020-05-14,2020-03-26
399,2dbe8b44-239d-419d-a9d2-65e3088b6b38,Catie,Judy,10734,2019,394270.05,541,2020-05-14,2020-03-02
400,6dbae4e8-87cd-44f9-afab-54306a5a4dd2,Glovsky,Julieta,12113,1972,333998.35,795,2020-01-02,2020-04-12
401,5f17fe70-249b-467d-b2de-0a61218aa831,Elbertina,Beatriz,31921,2014,271584.54,493,2020-03-08,2020-02-15
402,9cf5831f-b98b-4403-aab7-07a30258c1f7,Pond,Petronia,82652,1911,593694.89,20,2020-03-19,2020-05-03
403,3012db7c-e80f-4f9c-997d-c4d80c2e0c91,Bronk,Nerta,24579,1968,340454.38,30,2020-05-20,2020-05-13
404,fa624d18-d8a1-4d0a-a343-dfc6bf4e7173,Kenwood,Bernie,13261,2012,527597.39,777,2020-02-20,2020-02-21
405,b49083b9-db49-4576-8e72-8f460eae2c76,Juan,Lulita,41451,1950,190110.28,190,2020-02-15,2020-05-30
406,d3112c6a-2546-4e9f-b09e-0de5eca6ed99,Tremayne,Ellette,1777,1985,717906.05,460,2020-04-17,2020-03-25
407,4062208d-3f1e-495d-ac68-595f5cbe9404,Roscoe,Angela,9618,2012,346950.18,595,2020-01-15,2020-06-17
408,ae1c766d-e3b4-4c49-aa3e-d6c342b6cb30,Drus,Mariann,22383,1990,614365.67,216,2020-02-13,2020-06-13
409,89d5854a-5d7c-4b0b-a664-5e6ff9825697,Gahl,Harrietta,73931,1916,667312.59,580,2020-01-12,2020-01-12
410,4d736e54-a6a5-4ba2-a793-dcf79ec0d143,Carolin,Brena,63003,1954,390471.71,913,2020-05-27,2020-03-21
411,a88257de-6042-474e-97a1-5259ce53de4a,Bluh,Cyb,28704,1905,67260.95,458,2020-06-05,2020-02-24
412,c3cee8fc-4f51-464d-afcb-e2aa753c0d02,Adrienne,Elmira,48751,1973,920248.44,267,2020-04-14,2020-02-13
413,62acdd28-9134-445c-8eef-82aa19d655d8,Papageno,Luci,37527,1904,130454.26,92,2020-01-04,2020-05-28
414,2959fccc-ac75-46ba-92fb-74abeb60f29f,Nisbet,Camile,68670,2006,706350.61,606,2020-01-30,2020-06-07
415,3ca2e054-4e93-47f7-8ba4-d8caf5c9255c,O'Rourke,Mallory,61973,1923,520999.14,57,2020-03-20,2020-02-02
416,12255c1f-58b4-415d-a4ad-c7ad60be967c,Raseda,Norine,99545,2017,857613.36,515,2020-04-12,2020-01-25
417,dc2b1d88-b6cb-4e92-9293-261315f5f21e,Cornelia,Rhoda,24496,2007,426412.95,311,2020-01-08,2020-05-16
418,88f7ba07-47c1-4cc3-91ae-7cb91524f4c6,Etom,Hannis,92738,1960,166885.69,213,2020-03-09,2020-05-19
419,a8f20eb9-c186-427e-a7b9-18dcb956958f,Korey,Sonni,94310,1958,616532.26,614,2020-03-03,2020-01-27
420,aae117e9-b801-4628-bfdb-fe1c5a57a46d,Merat,Melodie,27371,1935,582189.56,821,2020-03-22,2020-05-17
421,a8519045-ec69-417c-8cea-55b09a7c5053,Nelsen,Briney,88624,1913,503915.53,962,2020-06-19,2020-02-07
422,f4c69a1c-aa8a-4f05-b801-29ce60966542,Fontana,Mamie,12666,1933,25924.65,857,2020-01-05,2020-03-09
423,417352c6-802a-4726-b769-827fe97d6558,Parette,Flo,4179,1940,793218.25,302,2020-03-25,2020-03-06
424,5c15bdbe-fd6d-424b-9517-e5f072a2b1f5,Malina,Doro,69904,1936,532442.67,696,2020-01-22,2020-05-07
425,8f0874c2-ba62-4e01-a344-d980f2043526,Dominy,Gabi,38756,1944,571853.29,659,2020-02-18,2020-02-06
426,1839fcd2-aeb4-4db1-a19d-03f7c1bbec1f,Mintz,Peri,80803,1913,277682.3,233,2020-06-02,2020-03-16
427,cccf050d-2c1c-4ab1-9371-e2d0059bb89d,Chesna,Viviene,59420,1964,521401.64,28,2020-02-15,2020-01-01
428,47c3a6c0-d1eb-4d62-930c-453bef3043c2,Beebe,Antonietta,41880,1975,996934.72,530,2020-06-12,2020-01-27
429,7f0abba9-da7a-483b-9d81-9e2ee980c442,Tatianas,Taffy,54556,1980,227375.69,269,2020-01-24,2020-04-04
430,e2e6da17-3e8a-4ee3-a100-2538d36aae94,August,Averyl,91220,1961,630242.61,280,2020-05-10,2020-02-16
431,1b73f6a6-c4b0-4039-8ea0-ebd8a9f45140,Stacy,Renie,299,2019,84324.63,238,2020-01-01,2020-03-02
432,fbcc73f0-a843-4b80-97c7-76b1239c981a,Boycey,Silvana,45725,1992,541451.05,25,2020-04-22,2020-01-14
433,f90cc0af-2ebb-4bf4-9d44-030affda5684,Malanie,Lonnie,70877,1924,420498.65,584,2020-05-26,2020-06-07
434,e7b2fe18-1b14-490e-8f3b-6ff72c8b0619,Fabiola,Roslyn,90787,1947,970420.58,15,2020-01-20,2020-03-21
435,3df5e589-b52a-4441-80d4-479e425ba6fe,Halla,Gerrie,63612,2017,858718.02,115,2020-06-10,2020-04-21
436,a5914b05-5285-4c9c-939f-4ae490f94fbc,Melan,Christal,46141,2018,846216.88,949,2020-02-20,2020-05-23
437,4914112e-d240-4554-b406-ba112eebd43d,Ietta,Melina,53257,1947,782705.01,54,2020-02-06,2020-01-15
438,3b01f200-7941-481e-975f-9bbd9903a290,Wu,Selia,16664,1988,992033.82,482,2020-01-19,2020-05-28
439,a01aa76a-f4ed-4af8-91b5-26d983ddc652,Howlyn,Anthia,75168,1960,43294.87,831,2020-03-25,2020-04-04
440,e801fa6e-5c98-46bf-b000-72f27b8bed12,Marsden,Dominga,83976,1935,662319.61,520,2020-06-21,2020-01-24
441,75cabbca-e809-4698-8757-e588f05c1523,Joli,Renae,59341,1998,593590.4,570,2020-01-24,2020-03-02
442,8173bd84-fb41-4b88-ab5a-7beee13aed07,Mendez,Ezmeralda,41002,2003,876791.2,671,2020-04-09,2020-06-01
443,e119d59f-cbee-45a8-940d-b6c0780a2595,Pelagias,Bibby,67001,1932,905744.25,475,2020-04-08,2020-01-21
444,5c74b286-0767-4312-90c1-267b0c482fc7,Letsou,Christian,45783,2012,819087.23,867,2020-02-27,2020-01-21
445,20599692-087f-400a-9b45-2c28fd113c22,Colleen,Joane,97302,2009,266767.35,819,2020-04-15,2020-04-03
446,29746146-a94a-4663-98eb-8166117f38af,Lail,Estell,44732,1965,316589.48,340,2020-06-14,2020-05-04
447,401f960d-6ad7-47ea-b3e6-e3626f5f9275,Suk,Addia,82554,1938,193527.23,762,2020-04-12,2020-06-09
448,863b6713-ba5d-4fa1-b14b-ba3b253f0587,Faso,Grier,94600,1930,929144.47,987,2020-05-24,2020-06-13
449,364272d3-d380-4994-b7dd-923c935282d7,Uird,Roseline,96293,2005,952740.7,10,2020-01-12,2020-04-19
450,934f9bc4-ee14-43ee-9afb-2b74af3dcd07,Winthorpe,Daphne,4355,2004,77605.76,195,2020-01-22,2020-05-03
451,a8597f27-2316-4059-bc5f-25fffb24a35c,Smitt,Bibby,94154,1913,988257.7,491,2020-05-04,2020-01-02
452,0ec5ae8a-187e-4c0d-b0d5-d57f3da7e53f,Kussell,Oona,75305,1952,821666.23,132,2020-03-05,2020-03-28
453,02d82ac9-51e5-4c0a-b118-71955888ec74,Zitvaa,Dede,60490,2017,465056.71,84,2020-04-19,2020-04-28
454,614cd1f1-c7e9-40b3-b139-dc025f6af887,Yoko,Celestyna,50920,1970,344981.16,939,2020-03-30,2020-05-10
455,87d557dc-49c4-4ef0-895a-e989466fa037,Andrel,Allyce,56798,1953,716280.67,196,2020-05-28,2020-03-25
456,69bb366a-8264-4571-b454-0a8769d6cdf6,Chem,Kerrin,2704,1904,635121.95,420,2020-06-14,2020-03-07
457,e003c4b2-88a1-4048-b474-f42e0dfd8d6b,Tybald,Rozele,87662,2016,538982.15,611,2020-01-24,2020-01-15
458,3202138d-2ec2-44da-90e2-7b9afbbffcc7,Sprage,Anallese,40948,1993,64798.25,579,2020-06-19,2020-03-29
459,ae75b608-a759-4dc9-955e-8008a0dd63c5,Johnsson,Annabela,62769,1965,498941.03,462,2020-06-07,2020-02-09
460,8b3e4ea0-6dca-47c6-8e1b-e2db4fce28ea,Halla,Nannie,4912,1936,251214.79,437,2020-03-22,2020-03-10
461,0dea7b2f-017f-47eb-ac65-ec67a6175eab,Goddard,Courtnay,71038,1930,663393.35,208,2020-05-18,2020-02-22
462,397414ed-6130-4208-8478-72ab48251637,Wiener,Adriana,73373,2016,731764.84,51,2020-02-26,2020-01-29
463,823cce6a-9eed-4763-8ad6-70c2eff4eb3d,Bollay,Leeanne,55324,1933,936071.46,401,2020-04-22,2020-04-17
464,e1ffaf07-dee6-4aff-9da6-5433afeef5f3,Martsen,Kittie,62415,1977,513944.76,630,2020-05-18,2020-04-12
465,0733975e-5faa-4621-8ab8-3a99bb34e127,Meter,Rhea,62409,1960,856013.32,336,2020-02-23,2020-04-20
466,4ebdf126-4709-46eb-a992-585e6647e113,Ogren,Dacia,52321,1935,915783.35,128,2020-02-17,2020-03-30
467,c77b33d5-c8bb-471a-ac8d-78c10068869f,Sikorski,Lacie,43,1987,82082.52,221,2020-04-27,2020-01-28
468,cbe78b8e-a344-43af-8aea-d1f5c4eab76e,Harl,Mamie,9685,1983,545158.45,102,2020-05-14,2020-04-14
469,df5bccfa-90a9-45e2-b1e1-5ebcdace2889,Sekofski,Gerianna,65068,1961,798289.57,885,2020-06-11,2020-01-10
470,b2300378-c6b3-42d5-982a-7e293c79eb18,Colbert,Tamqrah,28945,1953,198037.2,878,2020-01-24,2020-04-10
471,d5ccf0f8-a353-4d93-901f-a025357667a8,Paine,Stephanie,31605,1948,350971.32,273,2020-03-02,2020-05-28
472,0aafd4f9-6a8c-4ac0-9513-785b4286727b,Christine,Carly,30076,1988,249239.59,449,2020-06-02,2020-01-18
473,1e047fa7-0b03-4d11-8d8f-e77a82628564,Raychel,Ezmeralda,20895,1980,738380.81,712,2020-01-07,2020-01-27
474,048b32d2-4155-4044-a7bd-d878355ea008,Suzetta,Hayley,62731,2001,505304.62,186,2020-03-19,2020-04-07
475,6a92d836-7b52-41ca-a5b4-f0981b6457fb,Federica,Bibby,7438,1979,427128.22,609,2020-02-07,2020-03-05
476,3818e4fd-2999-4ebc-a2e5-ad3d4e73b831,Teryn,Tonia,71851,1976,920303.15,895,2020-06-21,2020-03-03
477,5cbccdf1-05fa-487a-8e48-5a1012e6057b,Ball,Brianna,68078,1931,331715.84,378,2020-05-30,2020-06-15
478,2f5edcdd-a7ab-4459-b156-34117d319f82,Harned,Loree,97235,1912,250884.3,272,2020-04-29,2020-05-31
479,0d39c9ea-a22d-44ad-9432-7c4bbfd1eac9,Fontana,Karly,80460,1920,840971.3,888,2020-03-09,2020-05-13
480,69406034-d795-4d6a-aae2-a8e9e78de6de,Hubert,Mellicent,28627,2001,922545.06,273,2020-01-26,2020-02-11
481,925f3516-a0ae-4b93-8c8e-6e9dd14ef4b0,Gillan,Fidelia,92547,1983,46031.08,35,2020-02-02,2020-06-15
482,480fcf20-45d6-40d4-8f57-d9dde31a7f38,Greenwald,Mallory,41575,1973,888297.14,160,2020-02-07,2020-05-20
483,e09f9125-b119-4d75-9e4e-b47eb3ad9e88,Marcellus,Ileana,46954,2013,650914.26,900,2020-04-14,2020-04-21
484,04ee1a0f-3c77-4705-bc02-803a9c83c0c9,Kazimir,Katuscha,72224,1964,930888.8,714,2020-01-18,2020-01-10
485,16e28c51-eeab-43f3-8217-860815804485,Syd,Nicoli,91859,1930,555529.66,931,2020-06-14,2020-06-09
486,00f2017f-6c85-4fbf-abd9-efa8f9b3a803,Annice,Hettie,18154,1984,478435.43,601,2020-05-28,2020-03-27
487,82891315-5641-40c3-943f-6bd55aaf9972,Evangelia,Corene,35113,2009,194604.74,668,2020-03-11,2020-02-02
488,f503c697-d510-45fd-b925-399a1aedaefb,Moseley,Estell,45192,1971,27013.81,977,2020-05-20,2020-05-15
489,976d6555-2a98-47f3-9bd9-8f032ce09c0c,Jethro,Alexine,2803,2000,581354.1,661,2020-04-06,2020-03-07
490,6e936127-c0db-4f9a-a21e-c942c05a0e03,Arne,Alleen,68685,1916,777967.42,206,2020-03-27,2020-04-01
491,3f63dd01-b3e9-47e6-90f2-188d60536ba7,Ramona,Edyth,66866,1974,310660.94,589,2020-02-26,2020-03-22
492,1825e5ca-e037-4188-9d24-1b2ae20b6282,Jagir,Daphne,57822,1956,528866.75,736,2020-03-24,2020-06-01
493,d144a601-cf57-4257-8100-d86a38e1f480,Fancie,Penelopa,60357,1936,957624.86,758,2020-05-28,2020-02-17
494,6cbe231b-e872-4e31-8ce9-3dfed7fabfd6,Kaja,Hope,9507,2014,537823.17,962,2020-05-21,2020-06-04
495,4db98a23-c1a6-47f2-b7bd-8eeaed4d157a,Swanhildas,Mady,6224,2010,228822.26,184,2020-01-13,2020-01-08
496,c1e127b5-f575-40db-9ea9-008baf828ef1,Giff,Brianna,44719,1932,111898.01,725,2020-04-20,2020-05-19
497,09e6976b-8395-4390-9a7a-23a599f5a1ce,Arquit,Sissy,84958,1943,447332.3,926,2020-04-26,2020-02-20
498,8919178e-abff-4376-9734-4f7c0f0e3189,Ludewig,Christy,69751,1983,484920.37,990,2020-01-25,2020-03-07
499,bde89716-92c5-4a88-9cea-bec387cd7b4d,Si,Kirbee,15631,1903,327264.06,339,2020-02-04,2020-03-11
500,38b50081-7bf7-4f49-b4a9-83939fe35566,Jotham,Harmonia,10018,1919,276378.26,154,2020-04-03,2020-03-24
501,e20d088b-0d55-4705-9fc3-af098f5d074a,Erlandson,Tersina,34235,1977,966121.13,953,2020-05-18,2020-02-18
502,01cca4a6-d412-4836-97f6-6d166cf6786c,Estella,Jobi,11895,2013,915986.11,941,2020-03-08,2020-01-19
503,105daae2-ad61-44ff-994f-d5e467a9a291,Yerkovich,Donnie,71892,1913,425242.33,525,2020-01-29,2020-05-09
504,156f8e97-a273-43ee-9204-ed4e797960e0,Berard,Max,66358,1929,661825.26,28,2020-02-17,2020-04-12
505,caf58a2f-d257-418c-87ba-d3ed3f254263,Vittoria,Daryl,27902,1967,653877.48,510,2020-02-03,2020-05-06
506,ea235a5e-c68d-46a9-b144-68e4f7a596b0,Hazlett,Jerry,51081,1982,665898.56,382,2020-04-15,2020-04-15
507,49dce45a-35eb-42ee-9aee-913dffb15c2e,Harriman,Tierney,2981,1907,8001.38,603,2020-02-03,2020-03-12
508,f5ac48d1-fe7b-4bc9-af92-3396528ac43a,Catie,Meg,51744,1922,518353.53,75,2020-03-27,2020-04-25
509,fda65a80-f9ce-4b0f-9300-1c79db38abb8,Wilkinson,Sallie,93854,1928,227766.32,332,2020-04-14,2020-03-28
510,a184d7f2-577c-4cd6-810b-9fbe7eade075,Posner,Mellicent,2320,1901,777094.02,389,2020-06-16,2020-06-20
511,b0e36bdf-47b1-4eb9-8b5b-c42221533587,Jarib,Lizzie,98894,1974,800520.67,114,2020-04-14,2020-03-09
512,dc0cb24b-78cf-42af-a11b-c3d6556d9a96,Ricki,Arabel,99654,1925,222488.92,357,2020-02-27,2020-03-13
513,cc5f0e5c-80a2-49bd-b10d-530c012fe363,Brandice,Lizzie,47264,1901,822438.25,876,2020-04-20,2020-02-19
514,c6ce511f-7c45-45cf-9568-0d468724c346,Gregrory,Alexine,7214,1952,486527.86,501,2020-01-25,2020-03-21
515,c6fe2beb-ec32-4448-8786-c08b90940d96,Rudolph,Maridel,89030,1985,70593.32,807,2020-05-27,2020-04-18
516,19d99117-c98f-4ed2-a534-637b0423d683,Lacombe,Lenna,53780,2018,18667.2,734,2020-02-06,2020-03-12
517,4227aae4-106d-46bf-a263-9f6174e71e57,Elo,Jany,73439,2014,998626.13,756,2020-05-07,2020-05-17
518,1ae7a428-0276-4277-ae57-bbf089152639,Docilla,Sadie,46559,1948,96807.53,276,2020-04-22,2020-04-18
519,aabe29a9-9645-49c4-aba7-5f6372c78f06,Barrus,Margarette,73611,1989,536641.47,592,2020-04-07,2020-03-30
520,5c5f07be-7c4c-4700-ad1f-f467056f177a,Tremayne,Selia,83399,1996,936994,149,2020-05-15,2020-01-31
521,6c929fbe-a3ca-482f-845b-5d13e73557f9,Wenda,Claresta,25600,2005,262881.91,875,2020-04-04,2020-02-24
