uuid,vinNumber,makerName,modelName,mileage,year,price,zipCode,created,updated
1493,854d115e-3217-4463-8dcd-e4d4918bc265,Wittie,Jan,35872,1916,422466.22,911,2020-02-25,2020-03-27
1494,9d4d48b9-3515-4d5c-adc5-cabd7e2081d1,Gilmour,Karina,78817,1989,467482.73,23,2020-03-30,2020-06-09
1495,966873f4-3c09-4d93-8a2d-eb7cbf6448e1,Ferrell,Andeee,65900,1980,303349.1,145,2020-06-12,2020-02-05
1496,a5c7a91f-edcb-4563-873a-10189bd89ccc,Stephie,Lory,46053,1902,73253.25,94,2020-01-25,2020-02-26
1497,b896d620-6a0c-411f-9008-5c35574b2043,Sperling,Maye,89464,1940,848935.22,261,2020-05-17,2020-05-02
1498,33b660a1-6340-4a3e-8886-b5c680880223,Gualtiero,Libbie,38898,1917,580035,982,2020-01-22,2020-01-29
1499,9f1047e7-5e62-492d-a913-b06450d47152,Zachary,Lucille,20786,1950,204335.67,773,2020-03-14,2020-03-17
1500,c546db03-6020-413b-bd44-e2b74468c08c,Dorine,Shel,96195,2007,598522.77,146,2020-01-25,2020-03-25
1501,650203e5-ec25-41d8-83f8-633ad00eb9cb,Lea,Ira,39535,1979,194061.09,663,2020-01-02,2020-04-10
1502,063a7cab-5237-4b19-978d-2e46e851deff,Leary,Coral,82995,1924,336424.6,65,2020-04-25,2020-02-15
1503,46f2fcdd-ec51-4192-a60e-a2370694fdaf,Olnee,Carmencita,90827,1995,899287.96,102,2020-05-30,2020-02-02
1504,d1910d70-960c-4537-bf38-ae6d972d17e4,Docilla,Ashlee,40324,1925,4512.54,838,2020-01-14,2020-01-24
1505,96438e45-9a33-49da-ad41-f8e24feefd68,Posner,Ivett,86295,1976,622831.14,512,2020-01-30,2020-01-14
1506,2eb4c227-ce85-4338-9155-bcc158a43ba9,Carbo,Perry,77839,1974,221023.53,510,2020-04-21,2020-02-13
1507,22f97cd9-bd4c-40fd-a829-31b3d8e7302f,Lorain,Carol-Jean,67978,1900,336210.41,633,2020-05-27,2020-02-27
1508,d351db68-adfa-4122-8917-ee194ffd9ec0,Damarra,Georgetta,37860,2011,470104.97,696,2020-06-21,2020-04-21
1509,e42963a0-f582-4845-b995-5f751239b3be,Merna,Helsa,7301,2007,111370.96,947,2020-02-10,2020-02-05
1510,8b5466d3-54bd-4823-a089-dd7d7a74b2a8,Lunsford,Claresta,87355,1993,148761.11,557,2020-04-12,2020-05-14
1511,8d0aa3f9-44f9-431f-9c29-b1556de7eb15,Shields,Ninnetta,77481,1907,646404.12,561,2020-02-10,2020-04-16
1512,fd2d0701-6e53-4733-9f42-06dfe636f357,Margret,Candy,37740,1918,558898.83,151,2020-05-16,2020-04-26
1513,6aeddf1c-008c-4bfc-914b-164479287b80,Bonucci,Edith,80364,1981,145955.76,788,2020-01-30,2020-02-28
1514,387773bd-f809-4b36-9447-5a7ee2194cc7,Codding,Pamella,48510,1998,702551.31,625,2020-06-06,2020-05-21
1515,a0fb46d1-c7e2-43d6-8764-ab57b48c3f83,Hieronymus,Roberta,77688,1962,851844.79,66,2020-04-29,2020-02-29
1516,ad585590-e0b0-4736-a1e9-cc3722030379,Sharl,Nariko,63330,1992,203153.22,451,2020-02-11,2020-01-30
1517,e2d2e79c-1bdb-4f31-934f-634c1e0b9d31,Xerxes,Christal,26647,1963,722151.62,4,2020-01-09,2020-01-01
1518,76daa72f-1ca0-4213-954c-24c351f53f0b,Kendrick,Carolina,94568,1920,345466.36,84,2020-03-26,2020-02-16
1519,c5da814a-a575-4899-a405-2a2c1bff1ef9,Lory,Fanchon,36410,2019,628303.58,229,2020-04-27,2020-02-29
1520,3f73fdc7-1d56-4a26-b485-7846283f8948,Vacuva,Margette,21596,1937,156970.58,28,2020-02-24,2020-06-04
1521,a2e85d62-c9ac-49c8-8454-29eead549dcc,Ietta,Nikki,36928,1945,732606.16,588,2020-02-09,2020-04-20
1522,e836db3f-4480-41d6-85bf-308aa38549ec,Goldina,Valera,22485,2009,70561.78,418,2020-03-05,2020-01-04
1523,7f823d36-411f-4339-a559-54f6555741a8,Taima,Cacilie,98540,1957,782783.11,91,2020-02-05,2020-05-02
1524,46ba5482-b030-49e4-9071-94aec6084ea9,Gamaliel,Kayla,62005,2017,798282.15,854,2020-05-12,2020-04-29
1525,36a7e037-1cf3-446d-8f3d-572e4a17c419,Dominy,Delilah,90856,1953,225329.04,3,2020-01-25,2020-02-18
1526,7113c369-c81b-4b94-b752-5d65f46e7c5a,Genna,Alejandra,68873,1935,980679.32,877,2020-04-13,2020-06-15
1527,9c2eb1c1-a52d-45f9-926a-a97ed091e477,Vale,Farrah,26644,1963,173715.39,787,2020-03-30,2020-01-13
1528,6ab72ad6-8480-44f8-9db6-041b5ba7fda4,Glovsky,Sandie,2232,2003,16863.61,93,2020-03-03,2020-03-24
1529,655f5e0a-b7ff-487e-9796-5ebebbdae327,Anselmi,Shaine,91998,1963,419705.08,492,2020-03-30,2020-01-02
1530,8d82f9ad-5294-4552-8e1b-2d2102bf7474,Heidt,Georgetta,79219,1965,225514.64,784,2020-02-27,2020-01-14
1531,26061a79-c9d5-4e0b-a26c-9a186fbfc827,Holtz,Celene,89871,1981,511497.88,221,2020-06-03,2020-06-19
1532,16ed2d10-31af-43b3-8d2d-da52f42e4412,Jethro,Eadie,40357,1901,210185.49,991,2020-05-24,2020-02-04
1533,44fb5640-ddfb-4ae9-b133-86ed3128d3b8,Shaddock,Di,40652,1948,924756.2,910,2020-02-23,2020-06-22
1534,de286fed-9744-4269-874a-9b39164ad2fd,Leffen,Katuscha,39108,1940,874393.26,591,2020-04-11,2020-03-06
1535,a995a3a3-6c76-4edd-93dc-b185e440641f,Eliathas,Claudina,79102,1979,758234.5,444,2020-02-29,2020-05-29
1536,74266895-93e8-4b25-b814-40db3f1e7a60,Brunell,Latisha,10927,1930,36000.81,286,2020-04-10,2020-03-03
1537,85909465-64ec-412c-8272-21e42440c8ab,Schalles,Genovera,68216,1948,336681.96,183,2020-01-19,2020-03-30
1538,d8585089-1c72-4d31-876f-53322037bf97,Sundin,Micheline,82210,1939,500109.84,98,2020-06-22,2020-06-14
1539,8d627acb-70e6-472e-bb39-5cd380656669,Martsen,Philis,8244,2019,830189.54,487,2020-02-25,2020-02-06
1540,db82ddef-0c3f-4574-ae95-b1b4b8feb606,Vharat,Lenna,12279,2010,202716.49,882,2020-05-13,2020-03-06
1541,02e12b21-aa4a-44dd-8e10-0eec218d3541,Ludewig,Desirae,67358,1903,172737.47,991,2020-02-04,2020-01-19
1542,ba0d9cb0-23f8-4bda-af78-fe87c2bcf340,Pip,Nickie,41753,1998,223182.43,9,2020-03-15,2020-05-14
1543,b69426d0-73ce-41b4-ac9a-2f6a4826c3f9,Dimitris,Tarra,97017,1912,44320.14,13,2020-01-25,2020-05-09
1544,2440b32b-340c-4bbe-b3e9-38f6ee92c3c6,Drus,Bettine,74798,1951,899968.22,731,2020-06-14,2020-03-06
1545,c3ec2aa1-794d-49f4-8c0f-64c55f5d9e1c,Hutchison,Shaylyn,94608,1947,130835.16,436,2020-05-07,2020-05-01
1546,05761b6b-1511-4bdd-b1e7-7f70d3727c1e,Nester,Olivette,82250,1983,796967.39,226,2020-05-09,2020-06-09
1547,11522e80-9ca3-4cbc-8f9d-5f9edad83c55,Dawkins,Celestyna,65310,1974,356415.48,434,2020-02-27,2020-03-21
1548,1960c2d8-06a6-4c52-bb0b-d2a6394eedb4,Camden,Fanchon,91267,1970,391187.61,895,2020-02-13,2020-06-01
1549,ce2cd27a-8949-499b-ba75-f3d78327dda8,Raseda,Fanny,22787,1919,142929.75,466,2020-05-20,2020-02-08
1550,579a6ecb-0579-47c6-bd43-4ee7201aef69,Ilka,Frances,37984,1926,643198.65,983,2020-06-01,2020-05-15
1551,f702eaa1-6b19-47eb-a310-d7ae34f8dd1d,Yam,Theodora,75949,1919,939700.54,326,2020-03-09,2020-02-12
1552,05475a91-ba9d-4dea-a8bf-f41ed880f084,Radu,Darlleen,27731,2015,86249.6,399,2020-05-08,2020-06-01
1553,7f19ca6f-8473-457b-8759-41a36a9d13f9,Larochelle,Vinita,86096,1981,533057.02,506,2020-05-01,2020-03-10
1554,3f9680a6-8753-4d67-97d4-ebe7b6887c6a,Alice,Blondelle,64481,1930,491040.23,592,2020-05-22,2020-05-28
1555,19d98c5f-9f0c-47eb-81d9-f5f0c55c6b56,Brackely,Gavrielle,2320,1934,732940.95,454,2020-01-02,2020-03-10
1556,9b9ca21f-d583-4aef-8d81-2bc6370766fe,Calhoun,Tierney,11373,1995,790013.01,371,2020-02-19,2020-01-10
1557,ef197bb5-5e83-4814-ad56-d792632e9d3f,Millda,Basia,61675,1977,965699.34,79,2020-01-10,2020-05-06
1558,3e2c36b7-2b77-48ce-a9b5-c7ff94edb779,Millda,Belinda,16149,1974,625302.01,360,2020-02-14,2020-05-28
1559,c6d2adcf-2b61-46e5-af3a-f064b443e714,Yuille,Nelle,85723,1971,337970.67,551,2020-05-09,2020-06-03
1560,94533f08-f297-4c68-80f5-d67c4ffdc7ee,Libna,Shauna,81261,2016,677467.69,893,2020-03-27,2020-06-21
1561,751d873a-5c24-4cbe-adae-9d5ae2f5e44b,Bennie,Marinna,24383,1975,480832.85,841,2020-05-16,2020-05-17
1562,6de8e3f1-a46d-439b-87f5-250a79be4491,Iaverne,Natka,39813,1962,739233.46,277,2020-06-07,2020-04-08
1563,5b1c4347-c11e-437c-8b5d-852aa29fa1d2,Imelida,Catharine,65030,1949,202349.47,853,2020-02-18,2020-05-19
1564,be1cf754-681d-4f55-ac53-fdb98ff2f3f1,Minetta,Kaja,81776,1948,560753.42,427,2020-04-30,2020-01-28
1565,62fd126e-ddc5-4a66-ac39-cde802cca9c5,Colyer,Basia,68146,1918,77477.45,91,2020-04-26,2020-01-28
1566,0f9f3680-d892-4354-a810-992e29517314,Honoria,Jobi,58427,2007,403149.9,326,2020-05-28,2020-04-12
1567,530b4555-a578-4564-b83a-046468a96d59,Dannye,Meriel,28130,1944,995414.65,794,2020-04-27,2020-01-03
1568,82dcd159-fa6a-4d94-8a87-8a98ff75c8da,Loring,Nyssa,75951,1925,809870.03,324,2020-05-24,2020-04-09
1569,cb411074-d779-4f9d-b75b-a6f00a2f65f6,Ochs,Rani,4226,1975,290585.43,118,2020-03-01,2020-06-13
1570,291cf70f-9311-482c-ae8a-877c864150e1,Taam,Kristina,27329,1916,314338.52,47,2020-01-18,2020-04-15
1571,869c62ee-0895-43fa-a849-517e1ec3043d,Mayeda,Elfreda,17005,1913,874409.59,795,2020-02-21,2020-06-05
1572,6e24935d-9f62-4bb5-981c-02fa6ff14f6c,Colyer,Christian,50583,1941,756353.79,758,2020-02-27,2020-02-18
1573,2eb83415-5d16-4b2f-8a2b-7a6f40f7bd3a,Wildermuth,Ilse,87703,1962,95587.48,489,2020-03-14,2020-06-02
1574,78badb79-234b-4f5e-97a2-e1b23ccd1b76,Kellby,Ginnie,21503,1976,342041.99,518,2020-05-12,2020-04-06
1575,ffa976ab-86d6-4c15-97a4-b0ba591f0c8a,Rossner,Desirae,46847,1928,52923.4,326,2020-01-02,2020-06-03
1576,4145cba7-2f2e-4505-8abc-a98b135980e8,Aaberg,Teriann,49307,1921,305914.58,378,2020-05-14,2020-06-16
1577,b4d82915-8165-40dd-9a5b-b68bf83f2df7,Crudden,Kathy,89518,1903,382065.28,878,2020-05-30,2020-01-13
1578,ca42800c-a001-4643-9e04-ff65b8d6b3a7,Bates,Vanessa,58326,2012,71875.55,140,2020-01-23,2020-02-08
1579,802b9ba7-f010-470c-8a2a-35d4522e01de,Tryck,Kassey,45096,2011,292183.9,906,2020-06-22,2020-05-24
1580,024434fa-d536-4a84-9306-08ca4137149c,Leary,Ayn,29725,2013,614743.65,812,2020-03-09,2020-02-03
1581,aded12e2-3c70-4a90-8772-d63172f2e762,McLaughlin,Dacia,3032,1946,793546.09,534,2020-04-09,2020-04-25
1582,5e528073-18d5-43be-89be-75eff9998e35,McClimans,Abbie,89860,1912,867010.42,525,2020-01-18,2020-05-29
1583,5ce952c9-7d6b-4f9e-93a0-2ca333b246f3,Skell,Lynea,75979,1948,585058.88,388,2020-04-17,2020-04-06
1584,f4957783-52bc-4d47-90d8-3a4e3ea5b648,Moina,Meriel,89939,1903,805138.78,499,2020-03-15,2020-01-31
1585,c740c904-544b-4bf2-a181-57d4c7f1fb74,Stanwood,Deane,57069,1935,557768.55,225,2020-01-29,2020-01-22
1586,f2bbf5d0-5188-4aee-81a9-896e6906329f,Radu,Meriel,81871,2009,437410.08,510,2020-04-25,2020-06-19
1587,ff7912e4-effd-479b-b4d1-4a5c75173329,Corrine,Berget,46894,1917,868756.76,524,2020-03-12,2020-06-09
1588,0a281b83-2774-4942-a068-3df182102497,Raama,Nananne,83867,1969,347975.91,297,2020-02-18,2020-01-28
1589,0471d76d-176c-436c-a49b-7a6f6e3c7a81,Robertson,Shandie,93512,1923,840012.24,1000,2020-03-02,2020-03-03
1590,17b9288b-a6ef-4bf3-9069-9e10f609ec45,Henrie,Dyann,12129,2006,714454.85,962,2020-03-31,2020-02-08
1591,f5821c52-6a09-40dc-95fe-dd4e4272ce30,Ilka,Ricky,53751,1999,599916.48,236,2020-04-16,2020-01-09
1592,cf44be69-691c-4ad0-9d95-64c07541d262,McCutcheon,Rochette,40867,1934,813579.12,589,2020-02-27,2020-06-05
1593,bb01afe0-f821-4cf0-a9f4-6ce13399b484,Rustice,Merci,44608,1996,883427.35,722,2020-01-26,2020-04-04
1594,a9cc9ef3-e5c9-47ff-a44b-7453505fbacf,Urania,Odessa,13561,1902,339406.47,36,2020-02-05,2020-02-11
1595,1d39d560-8d7b-428e-a800-37ef13c73f46,Jerald,Babita,83388,1948,887268.03,559,2020-04-29,2020-05-31
1596,7dc7f0ae-e47c-4946-b5d3-2ab3f527dadf,Eldrid,Melanie,19420,1999,887581.04,429,2020-05-10,2020-02-21
1597,efb6e36c-0b7f-41a2-a956-dbf803529700,Burnside,Cam,18990,1955,630060.35,670,2020-05-10,2020-06-02
1598,e99d8ce1-776d-4daf-9d81-4475f3d2b34e,Kress,Tracey,75948,1940,679871.75,585,2020-02-12,2020-06-07
1599,ae0c432a-8505-476c-ac6b-34b6fbd9b6f8,Byrne,Marleah,84942,1996,172430.71,145,2020-01-16,2020-04-18
1600,df2aa457-7f20-47a9-8727-ffec0df117b1,Cavan,Kary,57081,1960,267700.52,478,2020-01-16,2020-01-08
1601,6c89ed38-eded-4e3a-b74d-d72d2b5dbef8,Mitzi,Hyacinthe,35432,1916,60782.3,538,2020-01-26,2020-02-11
1602,00f021b4-fd6a-4dad-b73b-23c42773bcc1,Dituri,Britte,95887,1908,281628.97,54,2020-02-04,2020-04-27
1603,8393413b-74ce-4532-a363-ef835d55962d,Plato,Ivett,45336,1990,725486.69,941,2020-06-07,2020-06-14
1604,905f0547-2cf6-41a2-8520-b6c899a41eee,My,Maye,57849,1930,673321.71,345,2020-03-27,2020-05-16
1605,604e7937-2d53-49fa-b47c-4c61674a4b3c,Jehu,Katharina,31552,1949,118180.22,741,2020-03-20,2020-03-12
1606,e6f8e4de-21f2-4f0d-b147-9028073a99c5,Goode,Luci,84497,1910,376489.29,892,2020-03-05,2020-02-14
1607,505de1f1-ce13-4b6a-a1a6-5875717ff42f,Rodmann,Gwyneth,32850,2016,806529.26,235,2020-02-04,2020-01-23
1608,ef3f21da-7512-4255-b421-6c33661c5d23,Zamora,Dagmar,43859,1972,770368.17,886,2020-05-03,2020-06-07
1609,d057e8a9-a9ed-4b83-89ff-4fb3e9403a25,Nerita,Amii,40517,2015,811439.37,883,2020-05-07,2020-01-22
1610,a41f758d-a2f7-441f-ba1a-5514ee5354e0,Valoniah,Ana,91938,2009,454743.61,827,2020-06-20,2020-04-21
1611,e1a3680b-999e-44a6-91c0-6497c5123244,Hylan,Kimberley,38935,2010,389176.88,514,2020-05-01,2020-01-22
1612,d0a6b501-565d-4da4-84e6-7051e26d1fb6,Dahlia,Vonny,15645,1985,129495.52,706,2020-05-06,2020-01-24
1613,b014692d-10ef-476a-9167-709d763e0520,Verger,Tomasina,51285,1960,129054.61,494,2020-01-26,2020-02-29
1614,9d9db6f8-888e-4eae-99cf-00f0d7389e64,Chandler,Madalyn,23575,1961,226445.9,287,2020-01-23,2020-03-05
1615,657a7f18-8fa0-4404-9240-030fb62a9111,Curren,Chrystel,32526,1926,704634.82,426,2020-01-31,2020-04-14
1616,d8fdddad-aa6d-48b6-a163-cdf5b1472db3,Stuart,Dede,33621,1977,453432.91,449,2020-02-03,2020-05-04
1617,455309c5-aaaa-4c33-9d0e-ef9b3d4da960,Camden,Jan,79791,1944,883812.17,791,2020-04-01,2020-05-18
1618,3c530b0d-4925-4f14-b916-13c1282da0e9,Alice,Frieda,6807,1959,818689.36,390,2020-05-01,2020-05-15
1619,9f912bdd-5ec2-453f-8d7c-5d1ccb6bdbd8,Concha,Shell,6150,1991,787630.49,708,2020-04-24,2020-01-21
1620,e1cae54d-55d5-4d98-9fdf-287d0156f0f5,Bergman,Louella,94712,1914,414857.38,214,2020-05-22,2020-04-13
1621,2d65474f-ae75-4461-b25b-ba144d9a011a,Carleen,Fanchon,78521,1938,920564.87,746,2020-01-08,2020-03-26
1622,6443b004-27f1-4279-9605-788678dced95,Hylan,Hollie,23545,1904,438710.53,746,2020-01-27,2020-02-05
1623,2914cac1-5b38-4abf-8caf-7c0fcadc46b5,Niles,Amelia,89271,1964,798489.57,603,2020-01-03,2020-01-10
1624,fbb30d75-4721-4cc3-8040-911f7d7f0ff7,Brittani,Bernardine,98937,1909,827331.85,898,2020-03-05,2020-05-09
1625,be4c712d-276d-45a4-915a-78e71c5c6473,Merna,Ekaterina,30626,1981,737184.62,467,2020-05-26,2020-04-01
1626,e9d256e8-1dd1-4dff-beee-136576f1d968,Laurianne,Veda,66294,1943,231881.28,398,2020-03-15,2020-03-01
1627,22ac536a-db4e-4f1e-bd40-3b1ff9da0c5d,Jehu,Marcy,20115,1935,967415.8,244,2020-04-13,2020-02-04
1628,42900f04-d67b-47c8-b273-7c8a526e0be2,Lenny,Gale,39551,1932,983586.94,663,2020-01-08,2020-01-25
1629,b9db24dd-6cc7-4efa-bc7a-7b0cfaf6fd71,Dimitris,Renie,90481,1965,977183.22,33,2020-06-05,2020-03-04
1630,2e442720-a9f8-4af6-b3b1-87e4dee3f675,Letsou,Charlena,49913,1932,250951.51,996,2020-04-22,2020-02-12
1631,7e863813-469c-46ec-890e-1c604f954092,Melleta,Vere,32717,1939,432190.52,823,2020-02-20,2020-06-17
1632,5d092149-9d78-449b-b0f6-0ffa4c18539b,Marisa,Annice,70313,1995,905742.13,435,2020-01-18,2020-02-13
1633,17a961e6-825a-4446-85c8-90f7153cd2bb,Richers,Marline,4684,1943,469215.82,409,2020-03-01,2020-01-29
1634,cf8f809a-9809-4e1e-9cea-5b6300dbb622,Raul,Gloria,18155,1905,396848.4,206,2020-01-29,2020-01-25
1635,c24dc397-1011-4661-b5cb-378953d66ee6,Olin,Deloria,17614,1904,293116.55,913,2020-05-11,2020-05-07
1636,bb0c666e-cccb-4964-ab9f-b8923e025629,Ioab,Sallie,65065,1917,707331.61,70,2020-01-23,2020-03-06
1637,3b3f7b55-01d3-4105-a32a-21c48fdfabf4,Havens,Andeee,91740,1912,169549.85,253,2020-04-27,2020-01-05
1638,08c822ba-a6b1-432b-99b1-6223680292e7,Federica,Rayna,21106,1900,934999.73,313,2020-02-05,2020-04-28
1639,2cad30f4-7d4e-4c67-8629-7c2e419a2fc0,Bonilla,Myrtice,53341,1938,988022.39,165,2020-01-30,2020-06-19
1640,8b42a633-da66-4d38-832a-f0e80b9b793c,Gibbeon,Gloria,98543,1901,277.33,975,2020-02-16,2020-04-05
1641,2ccaa5c2-56b3-42d2-9142-9ac28b47e493,Clie,Janeczka,53810,1900,323131.47,123,2020-02-09,2020-03-23
1642,a9d741c1-c31a-433c-95e4-d8f96fc44e0c,Roche,Ashlee,95645,1978,751221.53,623,2020-01-28,2020-02-26
1643,77462049-d577-4a7d-a2f4-61cac0609c87,Hepsibah,Viviene,86833,1960,84432.09,721,2020-02-25,2020-05-21
1644,8b6b00bb-9f65-4f79-b6ea-d83c2f352813,Fillbert,Ninnetta,84284,1948,758146.51,234,2020-05-25,2020-06-21
1645,d18ef4bb-1bb6-4c64-8827-87642b3dbb9f,Shuler,Zaria,2283,1988,807877.05,645,2020-06-15,2020-02-17
1646,aac77863-b226-4e7b-a366-a8030397bc0c,Elephus,Georgina,12771,2009,265674.7,157,2020-03-11,2020-01-07
1647,dde11185-be3b-4f8a-a325-3a0a4af70ea2,Raseda,Mignon,99189,1939,587403.49,645,2020-01-02,2020-05-25
1648,fc52d1ad-5c94-4f02-9ffa-c9d343959d5d,Erskine,Annice,85198,1910,973412.94,758,2020-04-03,2020-01-26
1649,d01f58e7-9f2f-44fe-91e1-13b6136e4e82,Jenness,Alia,72385,1900,904688.93,719,2020-01-09,2020-04-10
1650,5b1e07b8-36c9-4dc7-ba9f-536539653b71,Roche,Rochette,89232,1939,735511.36,990,2020-04-09,2020-02-07
1651,890eec7a-e4ca-4147-8011-4460aadd6cdd,Rheingold,Leontine,36789,1998,299946.92,715,2020-02-09,2020-06-06
1652,661dfdec-34b1-426a-b33a-3762af9a9de7,Olin,Lynea,56805,1917,787433.61,806,2020-06-04,2020-01-26
1653,39b8e12d-db2c-4977-8004-0573f4c7a165,Rosalba,Amalie,14699,1983,726606.91,721,2020-06-07,2020-01-15
1654,9936a774-f9cc-40be-9098-9f12ec32dfd2,Smitt,Valera,83427,2002,822912.25,315,2020-03-03,2020-04-12
1655,5615d292-1fbd-4791-affb-3fa523d5b377,Whittaker,Lanna,69191,1996,216913.66,353,2020-05-03,2020-05-20
1656,8f37411e-28c3-4931-90e4-894f6b8953f3,Loeb,Claudina,83280,1924,790572.59,442,2020-03-01,2020-05-16
1657,cfb5680d-0bc7-4c0c-91b9-04e9794582db,Gaynor,Beatriz,90170,1995,179557.01,756,2020-01-08,2020-01-09
1658,24e39716-99d0-4f6a-8bbe-6414415b6bbc,Madox,Leontine,66694,1915,530934.39,699,2020-05-10,2020-02-24
1659,6a07f884-b032-4c53-9733-a2cf58e68540,Judye,Myrtice,22951,1969,932054.12,796,2020-02-24,2020-02-13
1660,78563b9a-333d-4511-a1bb-d6ee37216045,Lucienne,Georgetta,15770,1980,221741.45,175,2020-02-14,2020-05-20
1661,93d9cfdb-51cd-4c93-bc14-5bb02d121b47,Lareena,Henriette,51739,1936,998991.56,90,2020-03-19,2020-03-29
1662,781ba3cc-38fa-442e-b3ce-b4e3f8751de0,Susannah,Sharai,92379,1974,944209.92,359,2020-01-04,2020-05-31
1663,f9d98f45-17a8-42a1-a743-bbb1302c28cb,Wu,Darlleen,38837,1984,304736.73,740,2020-02-27,2020-01-04
1664,b77d6891-f6ff-4523-958a-90cc06de5a73,Fink,Vinita,4637,1940,341097.88,497,2020-04-10,2020-05-04
1665,c299f6d5-fd4d-4f65-8dfe-148c4c9ada04,Stevy,Gabi,76529,1917,310779.1,698,2020-05-27,2020-03-14
1666,9348f1c2-bcc5-4c04-a384-521c856fba8a,Norvol,Dianemarie,15955,1906,13644.52,265,2020-01-24,2020-03-15
1667,b56767c5-2627-4cdc-be05-79cffb600b23,Stoller,Ellette,57057,1925,851455.08,905,2020-01-12,2020-02-14
1668,a715cabf-dc6f-4d68-9ee7-7393140d173d,Roxanna,Leanna,39537,1909,630933.43,856,2020-03-23,2020-03-10
1669,199d8c31-962e-4b9d-9b99-787086c23156,Oster,Mahalia,361,1957,304459.29,266,2020-02-16,2020-02-02
1670,29fd3479-6a75-4bee-b9f2-8df3b34a1568,Francene,Luci,13093,1919,713929.43,132,2020-02-12,2020-05-21
1671,d7aa7b3e-8702-4426-815f-f86a98c4d217,Gladstone,Adriana,6765,1953,677207.61,675,2020-03-15,2020-03-07
1672,9527a04a-1140-4d21-94da-b6821d2547c6,Baptlsta,Kayla,8759,1913,640301.83,646,2020-02-16,2020-05-25
1673,f30d6b4a-1aad-4e0e-ba70-e632fb71d5b5,Astra,Bill,41923,1938,774782.93,690,2020-01-15,2020-05-03
1674,013fc1e8-19e7-41fc-93ad-4f9eafc9b2ca,Lissi,Merrie,44762,1915,241090.16,54,2020-05-13,2020-02-20
1675,efb980b3-d9b3-4d69-8ae7-eefc15aa5119,Goerke,Iseabal,83502,1955,131259.07,300,2020-06-01,2020-06-10
1676,6f8d051b-2804-4001-8e09-2dc65f63bfd6,Levey,Ofilia,49587,2017,341317.8,906,2020-03-12,2020-03-30
1677,57bf49b6-8b12-4ea4-a587-875fc17f9a58,McCutcheon,Mary,68389,1916,872277.94,563,2020-06-11,2020-01-04
1678,ee72ace7-2d93-40f8-b729-3a3f540c37fe,Garek,Gilda,21741,1953,32090.15,278,2020-01-01,2020-01-26
1679,e8d8fffa-d816-49c3-9bbd-43333bee7d11,Orelee,Beth,45898,1921,639027.88,437,2020-03-21,2020-05-02
1680,44fc5b1f-f9a6-4886-b6ff-e6a5378bef55,Lory,Randa,50594,2004,152449.59,713,2020-03-06,2020-06-07
1681,b0cb410b-5b98-4f60-b35e-1201c3b9a9e4,Pattin,Christian,6635,1944,368439.01,115,2020-05-05,2020-04-22
1682,e2de81b1-1439-42f7-b77d-b6f3e2a01582,Bollay,Emylee,22936,1952,975684.18,724,2020-04-14,2020-03-31
1683,4f487783-1296-4a69-9592-d816c5de2952,Oster,Shandie,58752,1999,597415.36,57,2020-05-10,2020-02-23
1684,b60120a8-ac3d-4fac-9fc1-995ea8faa37e,Kinnard,Jordan,89349,1916,912810.87,875,2020-05-02,2020-02-01
1685,0d2647f1-7c85-417e-a853-b32118f38de3,Lissi,Nelle,67886,2017,567087.55,171,2020-03-01,2020-01-08
1686,a900807c-153f-41d8-a880-0a75d3aade6b,Evvie,Kathy,3231,1934,579980.4,340,2020-04-20,2020-02-18
1687,1638725c-222c-42da-a12c-9e91613c4e0b,Erminia,Raquela,70841,1968,301756.95,500,2020-03-22,2020-01-08
1688,ba413101-64e6-456d-a03e-4076cff91cf3,Flita,Basia,68632,1992,217594.36,172,2020-01-28,2020-05-10
1689,5813a1b7-152f-4216-afc4-0ab48f5ad8d5,Pettiford,Tierney,81335,1998,679568.42,737,2020-05-17,2020-02-20
1690,f3db3224-a76b-4bce-943f-7c528d43f425,Wilkinson,Ivett,11916,1992,195024.17,10,2020-05-08,2020-03-12
1691,d3aa53a3-e360-4d97-93ed-bda552b70006,Kannry,Caritta,56655,1928,21076.45,248,2020-01-27,2020-06-03
1692,9817dd58-bef2-4278-a8c9-17b571c23239,Idelia,Ulrike,12942,1911,26299.55,230,2020-03-17,2020-02-12
1693,8ef1bc39-8e0e-4b8e-9b81-09f07fb21874,Roarke,Jennica,37743,1981,641862.61,640,2020-03-13,2020-02-07
1694,5139901e-6686-481f-9385-618d97dfc202,Penelopa,Rivalee,35180,1955,724547.03,415,2020-06-21,2020-01-05
1695,d8bbc8f8-f0be-4b77-a1ab-a00ef876f3e4,Barney,Nanete,89948,1917,538855.75,380,2020-04-29,2020-03-03
1696,d7d8d1d7-17ce-4608-a1f4-9f0c797c6bd2,Astra,Di,44039,1933,509320.22,771,2020-01-15,2020-03-31
1697,3ac63d99-4aa5-4c1e-a25f-504c27e72f43,Sandye,Glenda,41375,1944,708272.92,854,2020-01-14,2020-04-26
1698,c851278c-847f-4ec7-b775-5c5f2498f57b,Vittoria,Arlena,62326,1938,436371.21,118,2020-03-23,2020-01-24
1699,a1f2c758-c045-4e95-9beb-f1656e7408d8,Roarke,Kaja,21362,1952,50188.03,859,2020-03-18,2020-01-10
1700,2f54384c-338b-413a-8285-22cb04847d2a,Marsden,Clarice,2741,2006,291449.56,404,2020-02-11,2020-05-15
